Name,Total
S. Al Muwallad,289.0
Yang Cheng,166.0
N. Douchez,176.0
U. Jenssen,256.0
C. Dawson,203.0
F. Gino,251.0
Alberto Soro,254.0
C. Carrillo,271.0
D. Palacios,262.0
A. Baclet,288.0
E. Jääger,221.0
M. Hofmann,248.0
J. Jach,232.0
G. Docherty,265.0
L. Escorcia,234.0
R. Rebolledo,272.0
Toni Martínez,267.0
Ander Guevara,244.0
D. Drescher,176.0
J. Gammelby,274.0
J. Watts,232.0
R. O'Donovan,303.0
J. Rodríguez,259.0
D. Bičík,140.0
N. Vergos,267.0
J. Narváez,283.0
R. Nyambe,275.0
E. Reséndez,157.0
D. Widgren,275.0
A. Cocco,256.0
O. Kefkir,309.0
J. Tutuarima,296.0
Bruno Leite,280.0
J. Meekings,260.0
G. Lloris,215.0
M. Konczkowski,277.0
A. Jovanović,236.0
C. Depres,198.0
B. Cufré,272.0
J. Asoro,311.0
R. Boguski,285.0
A. Jacobsen,299.0
S. Miangue,240.0
A. Bernal,237.0
E. Capradossi,252.0
F. Perucchini,178.0
T. Agyepong,317.0
G. Kharaishvili,277.0
Iñigo Vicente,271.0
J. Baldwin,265.0
R. Dekker,262.0
Cristo González,273.0
Diogo Costa,167.0
G. Koyalipou,281.0
Alan Sousa,330.0
R. Ramírez,196.0
S. Fischer,200.0
L. Kelly,241.0
C. Dorda,260.0
N. Næss,231.0
D. Asprilla,284.0
K. Endo,273.0
B. Sævarsson,282.0
A. Acosta,253.0
S. Carruthers,286.0
P. Mpanzu,289.0
G. Milan,166.0
K. Chiba,230.0
M. Boadu,303.0
C. Doyle,175.0
Fran Rodríguez,268.0
S. Jakubiak,258.0
M. Buchalik,163.0
N. Proschwitz,207.0
F. Banguero,262.0
M. El-Shenawy,191.0
H. Iikura,149.0
K. Gehring,225.0
P. McGowan,300.0
J. Pierazzi,249.0
Wang Yongpo,264.0
M. Sánchez,272.0
S. Gannon,275.0
C. Capone,275.0
C. Taylor,280.0
R. Lange,277.0
A. Keita,300.0
B. Gueye,257.0
K. Wagner,287.0
Xisco Campos,277.0
C. Robertson,251.0
C. Conway,254.0
Jajá,269.0
A. Vanins,169.0
O. Mendoza,272.0
A. Faltsetas,242.0
J. Elsey,226.0
A. Plizzari,186.0
D. Martin,203.0
Gu Cao,264.0
L. Strizzolo,260.0
Juan Rodríguez,226.0
S. Moyano,185.0
A. Schetino,212.0
A. Caci,255.0
V. Janjetović,191.0
N. Haas,305.0
T. Valls,259.0
P. Herrmann,260.0
C. Ramsebner,192.0
L. Martinelli,220.0
Freire,181.0
T. Černý,221.0
N. Spalek,287.0
N. Madonna,279.0
M. Kobras,205.0
N. Bärkroth,312.0
M. Busellato,298.0
M. Stein,227.0
N. Bertrams,193.0
A. Doukha,169.0
E. Quiñones,290.0
A. Sørensen,225.0
Wang Zhuo,128.0
B. Easton,261.0
A. Boyle,232.0
V. Kravets,261.0
N. Law,287.0
Basilio,190.0
K. Pearce,264.0
M. Edwards,291.0
P. Brożek,216.0
L. Ravanelli,240.0
A. Taylor,235.0
M. Nalepa,209.0
Lee Myung Jae,281.0
Tang Xin,287.0
A. Arregui,263.0
H. El Sayed,270.0
D. Horst,177.0
Álex Barrera,185.0
Ricardo Vaz,291.0
L. Röser,279.0
C. Feraud,253.0
R. Eckardt,269.0
K. Heerings,188.0
Lorenzao Masca,260.0
M. Ojeda,293.0
M. Ndockyt,258.0
P. Funk,272.0
M. Fallatah,280.0
Euller,304.0
Liao Lisheng,269.0
S. Findlay,216.0
H. Sönmez,291.0
W. Norris,176.0
M. Spano Rahou,215.0
L. Zarandia,311.0
Fábinho,280.0
Zé Manuel,288.0
B. Innocent,278.0
L. Page,297.0
B. Van Durmen,249.0
Jano,224.0
E. Larsson,278.0
M. Ehmer,256.0
V. Solomon-Otabor,301.0
V. Janjičić,259.0
R. Blanco,233.0
N. Toko,331.0
J. Rafferty,270.0
Higinio,258.0
Danilo Sacrio,319.0
T. Szántó,273.0
N. Ravaglia,163.0
H. Alpsoy,258.0
M. Migliorini,173.0
Emílio Trevões,313.0
L. Bergsma,258.0
A. Marciniak,272.0
S. Kotysch,178.0
N. Peñailillo,272.0
Fu Huan,280.0
B. Emir,263.0
Flávio Triginho,303.0
D. Haas,167.0
Magno Novaes,189.0
S. Ferguson,285.0
S. Sinovic,250.0
B. Enobakhare,303.0
T. McMahon,256.0
E. Ba,261.0
C. Ayala,251.0
Manuel Sánchez,228.0
O. Bulut,304.0
R. Godínez,249.0
S. Anderson,191.0
A. Marchesano,267.0
E. Ndoj,274.0
D. Rose,271.0
J. Oumari,236.0
R. Festersen,287.0
J. Blayac,235.0
M. Ljujić,265.0
R. Vodišek,200.0
M. Marić,164.0
L. Frecklington,263.0
M. Awad,181.0
Dong Xuesheng,245.0
J. Düker,264.0
A. Dreyer,303.0
P. Estupiñán,270.0
D. Mast,303.0
Andoni López,261.0
F. Canales,232.0
S. Scappini,222.0
S. Nutz,280.0
J. Byrne,275.0
Dilson Calegari,257.0
Cris,232.0
K. Pannewitz,206.0
B. Kopacz,227.0
H. Patronen,209.0
A. Capello,291.0
He Guan,222.0
V. Skjerve,241.0
S. Williams,282.0
A. Hughes,262.0
M. Jansen,259.0
R. Yates,263.0
D. Zeefuik,291.0
F. Della Rocca,264.0
Z. Alomerović,173.0
M. Gouaida,293.0
S. Adekugbe,293.0
N. Molina,283.0
M. Maâzou,299.0
M. Lieder,276.0
W. Kaptoum,253.0
M. Finotto,300.0
P. Becker,303.0
D. Rangelov,243.0
M. Oxley,165.0
B. Coker,279.0
Sim Sang Min,279.0
H. Zuck,295.0
H. Zapata,299.0
C. Lines,226.0
M. Sollbauer,195.0
R. Jansson,229.0
A. Guido,266.0
I. González,262.0
H. Al Hazaa,285.0
F. Castillón,301.0
W. Harding,262.0
G. Tansey,264.0
H. Ojamaa,299.0
M. Ríos,245.0
M. Tévez,309.0
E. Sosa,285.0
T. Lapslie,259.0
M. Sauer,282.0
R. Descamps,149.0
J. Álvarez,289.0
A. Ludwig,249.0
C. Dunne,309.0
L. Rodríguez,284.0
J. Gómez,215.0
J. Aribo,305.0
Gabriel,235.0
C. Machado,263.0
L. Kruse,189.0
S. McConville,290.0
D. Drocco,275.0
A. Sušac,245.0
M. Perlak,271.0
B. Clarke,290.0
Eduardo,226.0
K. Dawson,288.0
H. McGahey,257.0
Gu Chao,203.0
R. Caballero,256.0
Ever Rodeiro,253.0
X. Arreaga,202.0
C. Cercado,224.0
H. Al Raheb,281.0
C. Schuler,178.0
S. Mantom,254.0
O. Bouy,241.0
J. Dongou Tsafack,326.0
P. Mainka,224.0
A. Kantari,203.0
T. Mavromatis,229.0
Li Lei,276.0
Raphael Doninho,294.0
K. Bülow,190.0
R. Magyar,226.0
F. Brillant,172.0
K. Tamada,262.0
M. Ballmert,291.0
M. Laínez,287.0
K. Mayi,311.0
N. Manfredini,181.0
K. Koizumi,275.0
C. Aneke,209.0
Juan Cruz,273.0
S. Olivarez,227.0
P. Gladon,218.0
E. Aydoğan,277.0
V. Pule,280.0
Daniel Fuzato,147.0
G. Valverde,239.0
D. de Vries,160.0
A. Lithgow,228.0
L. Nicholls,189.0
R. Teibert,267.0
M. Figueroa,281.0
A. Nübel,193.0
Z. Al Sahafi,221.0
J. Schouten,267.0
R. Rep,260.0
M. Rubin,292.0
L. Guldan,179.0
C. Telo,304.0
M. Pearson,251.0
Ricardo Alves,261.0
T. Paredes,234.0
Kauã Reisende,253.0
L. Madrigal,178.0
Augusto César,286.0
D. Holm,263.0
Y. Akimoto,189.0
J. Beckford,258.0
N. Crovetto,280.0
Y. Maruyama,253.0
B. Jatta,280.0
G. Merebashvili,287.0
D. Vaughan,193.0
T. Mauricio,287.0
K. Dougall,267.0
D. Arreola,268.0
J. Cousins,294.0
J. Duma,297.0
T. Spurr,262.0
J. Martínez,270.0
C. Schoppenhauer,212.0
L. Roberts,197.0
M. Pellegrini,286.0
C. Schwegler,275.0
K. Petersen,185.0
J. Vet,246.0
H. Kawano,276.0
F. Stokkers,271.0
G. Gómez,137.0
M. Lund,253.0
M. Jankowski,293.0
A. Maisonnial,209.0
M. Lugo,257.0
D. Niwa,198.0
C. Riegler,154.0
R. Lundqvist,278.0
S. Muniru,261.0
Zhang Lu,231.0
J. Reeves,287.0
E. Ward,178.0
J. Tamm,216.0
M. Heylen,213.0
G. Gallon,174.0
T. Adarabioyo,219.0
L. Martin,277.0
F. Ferrari,212.0
Trujillo,238.0
Kim Yong Dae,211.0
E. Babayan,293.0
Diogo Santos,188.0
T. Borevković,198.0
J. Jacobson,284.0
Benja,214.0
D. Phillips,175.0
G. Aburjania,249.0
J. Riley,280.0
A. Matějů,277.0
Filipe Brigues,264.0
J. Zelený,264.0
S. Svendsen,300.0
J. Moreno,213.0
R. Bushiri,235.0
H. Rivero,240.0
M. Grella,260.0
I. Lanni,212.0
A. Sané,263.0
F. Castillo,268.0
M. Galmarini,255.0
A. Monfray,262.0
B. Castillo,177.0
S. Diop,289.0
Yin Hongbo,265.0
A. Hainault,206.0
D. Čotra,273.0
C. Washington,293.0
F. Nimani,259.0
M. Macey,174.0
M. Doyle,209.0
D. Raum,293.0
V. Retamal,270.0
A. Cruz,250.0
M. Bruscagin,248.0
C. Morris,267.0
A. Syhre,244.0
L. Paz,266.0
L. Dos Santos,238.0
A. Akinfenwa,183.0
Jin Jingdao,287.0
F. Bonazzoli,275.0
B. Tetteh,276.0
J. Grot,252.0
G. Notsuda,305.0
D. Jones,259.0
N. Hansen,297.0
T. Beltran,271.0
D. Peitz,148.0
D. Starkl,301.0
D. Erdmann,221.0
J. Vela,278.0
A. Jakobsen,283.0
J. Segura,207.0
R. Miller,257.0
U. Cardona,283.0
J. Karacan,285.0
L. Saldaña,311.0
G. Roberts,226.0
K. Bennett,318.0
C. Tanner,304.0
S. Ernst,281.0
B. Akintola,325.0
A. Taylor,232.0
K. Yonekura,236.0
Rúben Vinagre,313.0
M. Drudi,254.0
K. Ilsø,278.0
V. Moren,179.0
Lucas,239.0
J. Norwood,260.0
P. Frick,282.0
I. Ssewankambo,308.0
T. Skarke,291.0
Luis Marleiro,287.0
M. Pulkrab,271.0
L. Brown,266.0
R. Gaddis,298.0
Lee Yeong Jae,274.0
F. Sakala,306.0
Park Jun Tae,341.0
N. Saint-Ruf,259.0
A. Lienhart,236.0
M. Sema,308.0
M. Bennett,300.0
N. Hasler,276.0
Q. Moll,240.0
M. Woods,289.0
D. Templeton,295.0
Lim Sang Hyub,288.0
M. Rivero,296.0
S. Yamamoto,241.0
J. Biada,283.0
M. Torres,288.0
R. Janicki,216.0
D. Mahmudov,284.0
Aitor,266.0
A. Vukotić,190.0
M. Marshall,323.0
N. Mohammed,317.0
J. Walsh,261.0
T. Bergmann,262.0
Jony Ñíguez,262.0
P. Carlgren,187.0
J. Rossiter,253.0
S. Sy,201.0
C. Gonzáles,270.0
R. Nagaki,233.0
M. Al Shalhoub,196.0
A. Le Tallec,220.0
D. Vidošić,267.0
C. Guerra,182.0
M. Koné,327.0
Isidoro,279.0
O. Halvorsen,277.0
F. Ciampichetti,244.0
Li Ang,227.0
P. Kurzweg,306.0
Cho Won Hee,256.0
J. Drolè,323.0
C. Itten,255.0
R. Guitane,299.0
J. Ojala,210.0
J. Abarca,260.0
M. González,246.0
E. Ómarsson,304.0
T. Hasegawa,336.0
A. Diawusie,321.0
I. Khalili,270.0
J. Żubrowski,250.0
M. Štěch,162.0
O. Benítez,198.0
A. Buksa,254.0
K. Tokura,275.0
C. Madu,241.0
T. van de Pavert,217.0
W. Keane,253.0
S. Branca,281.0
N. Antonitsch,229.0
T. Umesaki,266.0
A. Nakamura,271.0
N. Thompson,273.0
A. Kolev,285.0
G. Bijl,253.0
C. Gunter,279.0
A. Marin,206.0
J. Gatt,322.0
D. Miloc,260.0
M. Wostry,207.0
K. Moriya,297.0
A. Sigurðarson,298.0
D. Lowe,245.0
Milton Raphael,134.0
B. Blume,291.0
Jordi Quintillà,277.0
C. Doucouré,277.0
Andrés Prieto,169.0
Isaac Carcelén,286.0
Y. Nakano,304.0
L. Schwechlen,234.0
Jonatan Lucca,218.0
L. Hufnagel,291.0
J. Rothwell,269.0
J. Rodríguez,306.0
A. Claude Maurice,313.0
R. Taylor,232.0
M. Mešanović,286.0
G. Plet,227.0
B. Dickenson,305.0
T. Takagi,295.0
D. Thopola,256.0
J. Juelsgård,265.0
A. Traoré,307.0
G. Sandoval,226.0
S. Mpontshane,178.0
C. McCann,242.0
O. Bozanic,282.0
L. Lezzerini,197.0
M. Yaghoubi,237.0
Joni Montiel,247.0
D. Gorter,257.0
T. Mears,261.0
S. Diakité,271.0
R. Mulumba,239.0
M. Høibråten,264.0
M. Lackner,212.0
M. Domínguez,284.0
O. Käuper,246.0
A. Al Salem,260.0
R. Vanegas,306.0
Pablo Larrea,254.0
L. Craig,277.0
D. Gomis,262.0
N. Blackman,292.0
F. Kaufmann,309.0
J. Ginnelly,325.0
L. Nmecha,276.0
I. Alhassan,260.0
L. Crecco,260.0
D. Charles,247.0
Cris Salvador,248.0
R. Benson,294.0
R. Riski,305.0
K. Hafez,281.0
C. Harriott,312.0
T. Belmonte,258.0
B. Eleke,241.0
O. Beckles,275.0
Park Jin Po,311.0
T. Naylor,253.0
G. Kiltie,280.0
R. Shirasaki,280.0
T. Charles,214.0
A. Falatah,278.0
I. Tarasovs,252.0
P. Stolarski,303.0
M. Odjer,314.0
B. Niňaj,199.0
Crysan,293.0
O. Eddahri,273.0
J. Obika,266.0
T. Zhamaletdinov,280.0
K. Mets,220.0
M. Coulibaly,269.0
D. Mayor,283.0
H. Pell,257.0
S. McQueen,271.0
L. Michel,243.0
C. Lykogiannis,246.0
S. Hertner,281.0
Arturo Molina,250.0
C. Warner,260.0
V. Prodell,265.0
T. Renault,196.0
A. Muyl,296.0
E. Apeh,277.0
Alex Pozo,284.0
D. Kikuchi,296.0
R. Austin,169.0
M. Machaj,276.0
H. Radetinac,244.0
M. Mikić,265.0
M. Guevgeozián,228.0
G. Viscarra,131.0
I. Lapshov,269.0
E. Fejzullahu,277.0
J. Ekstrand,190.0
G. Rolando,295.0
R. Inniss,158.0
T. Yamashita,247.0
X. Emmers,251.0
L. Morgan,305.0
W. Kvist,214.0
B. Jayiya,291.0
J. Huyghebaert,265.0
José Ángel,255.0
Y. Hurtado,263.0
J. González,262.0
R. Söder,299.0
Choi Bo Kyung,266.0
A. Hadouir,264.0
He Chao,262.0
M. Booysen,259.0
C. Main,266.0
J. Grimmer,292.0
A. Kann,178.0
M. Lepe,231.0
J. Bandowski,300.0
Nelson Ferreira,281.0
A. Matuszczyk,256.0
D. Stahl,258.0
Yun Il Lok,282.0
R. McLaughlin,295.0
P. Joosten,310.0
G. Magnani,220.0
F. Bong,203.0
M. Restrepo,248.0
T. Akindele,302.0
R. van der Meer,242.0
R. Gartler,240.0
C. Lobos,271.0
R. Cierzniak,194.0
M. Abdellaoue,279.0
L. Novak,242.0
Jung Seung Yong,289.0
L. Gugganig,241.0
A. Donnarumma,127.0
P. Steinhart,267.0
Olavide,250.0
C. Jakobsen,281.0
Berrocal,248.0
R. Amaral,235.0
Abdón,277.0
A. Al Mayoof,205.0
A. Paleari,161.0
José Lara,270.0
A. Juel Andersen,279.0
G. Vadalá,293.0
Borja Sánchez,258.0
A. Ogogo,286.0
D. Pratley,254.0
K. Takayama,274.0
S. Bakış,198.0
Dani Martín,197.0
Zhang Wenzhao,297.0
C. Goodwin,291.0
J. Becerra,316.0
C. Bravo,305.0
V. Ramis,262.0
F. Torres,263.0
M. Mihara,243.0
T. Flanagan,258.0
L. Thompson,268.0
A. Schlager,145.0
J. Kaprof,275.0
L. Mulholland,248.0
S. Aasmundsen,261.0
C. Ejuke,325.0
F. Apaolaza,259.0
E. Butin,278.0
J. Fitzwater,256.0
M. Cholewiak,303.0
C. Schösswendter,181.0
R. Klaasen,246.0
P. Pervan,147.0
M. de Jong,257.0
Corpas,274.0
A. Lukse,175.0
A. Wittwer,281.0
E. Ebanks-Landell,227.0
S. Gündüz,304.0
A. Uryga,195.0
J. Absalonsen,274.0
J. Willis,205.0
E. Brophy,291.0
T. Hübers,231.0
Q. Laçi,283.0
T. Mohamad,256.0
Dyjan Azevedo,258.0
L. Palmer,292.0
F. Evangelista,259.0
Óscar Pinchi,273.0
Z. Laaroubi,132.0
M. Palacios,297.0
Borja,273.0
F. Vanzo,260.0
A. Zapata,257.0
S. Szmodics,302.0
A. Trusty,272.0
Ryu Won Woo,185.0
F. Dick,241.0
D. Rose,305.0
M. Oesterhelweg,301.0
D. Mignanelli,303.0
Lee Jong Ho,282.0
Z. Clark,174.0
S. Stevens,187.0
Sergio Gil,248.0
U. Zeybek,273.0
A. Acosta,287.0
K. Oi,224.0
Y. Sari,311.0
M. Ruiz,265.0
L. Holmes,297.0
D. Powers,246.0
S. Henderson,197.0
S. Scougall,279.0
Cho Yong Hyung,219.0
Cho Young Wook,301.0
H. Koffi,176.0
S. Sandberg,271.0
T. Gabuza,244.0
P. Muñoz,312.0
C. MacGillivray,209.0
C. Arcus,253.0
A. Dercho,270.0
H. Hauger,238.0
Manu,265.0
J. Leko,312.0
J. Aguirre,177.0
Kim Chang Soo,269.0
L. Ćirković,244.0
Isma Cerro,288.0
E. Castillo,292.0
P. Downing,222.0
R. Vollath,180.0
A. Munksgaard,284.0
M. Ogbu,280.0
Jang Ho Ik,310.0
K. Bartolec,298.0
G. Malcore,256.0
V. Gvilia,250.0
D. Burnić,278.0
A. Öztürk,207.0
K. Taketomi,269.0
M. Mancosu,274.0
D. Jaković,173.0
M. Saeid,292.0
U. Taffertshofer,249.0
A. Medina,317.0
M. Papadopulos,256.0
N. Zaniolo,235.0
F. Montero,270.0
J. Vuković,239.0
E. Barli,174.0
G. Carrasco,269.0
A. Balijon,168.0
I. Saavedra,275.0
Z. Janjić,265.0
J. Skjelvik,318.0
K. Kamiński,168.0
M. Endres,208.0
B. Delacourt,259.0
C. Rismark,224.0
A. Ligi,233.0
D. Lachman,214.0
M. Riascos,305.0
L. Vignali,265.0
S. Skålevik,267.0
M. Djetei,264.0
A. Fuchs,254.0
M. Könnecke,324.0
E. Yao Guy,260.0
G. Burke,255.0
C. Hemlein,293.0
D. Anderson,283.0
M. Døhr Thychosen,299.0
A. Nordvik,285.0
D. Thomalla,274.0
P. Parzyszek,264.0
M. Fornasier,226.0
Michel Douglas,233.0
Álex Cobo,209.0
M. Çelik,296.0
L. Woudenberg,266.0
T. Tekie,294.0
D. Vega,297.0
N. Rusyn,264.0
Víctor,259.0
A. Deja,256.0
F. Cornejo,268.0
A. Balboa,219.0
D. Edwards,245.0
R. Vargas,286.0
F. Rherras,296.0
Gu Sung Yun,157.0
C. Mavrias,287.0
E. Martinez,275.0
Lee Chang Geun,216.0
M. Mohsen,241.0
A. Gómez,302.0
N. Ramírez,234.0
C. Gebauer,286.0
C. Knett,165.0
K. Naismith,286.0
Rober Correa,271.0
C. Escobar,254.0
J. Smeets,263.0
Borja Galán,219.0
J. Intriago,269.0
D. Sjölund,188.0
E. Bonifacio,282.0
Lee Ho Seung,155.0
G. Hein,313.0
H. Abe,316.0
A. De Bruyn,275.0
J. Akinde,278.0
D. McGregor,225.0
G. Villarruel,290.0
Pastrana,276.0
Teixeira José,290.0
A. Fernández,262.0
J. Devecchi,194.0
C. Früchtl,123.0
I. Rondanini,286.0
W. Creavalle,284.0
A. Considine,196.0
J. Vitale,192.0
J. Ryerson,274.0
J. Ríos,269.0
K. Dabila,212.0
Avilés,248.0
No Dong Geon,191.0
Benjamin Muscato,223.0
N. Topor-Stanley,157.0
P. Clement,281.0
H. Toffolo,281.0
C. Colkett,240.0
B. Çamoğlu,314.0
Yang Dong Hyen,238.0
S. Tetteh,276.0
A. Dobos,268.0
J. Mason,267.0
Lee Woong Hee,273.0
C. Lavery,289.0
M. Savastano,276.0
N. Granatowski,302.0
M. Stiefler,287.0
L. Pavez,289.0
S. Román,173.0
M. Bakker,289.0
A. Sambi Lokonga,283.0
M. Pérez Acuña,286.0
K. Dempsey,267.0
Lee You Hyeon,283.0
Y. Quintana,211.0
B. Knighton,212.0
R. Bennett,277.0
A. Lonergan,196.0
B. Sverrisson,286.0
D. Forde,180.0
H. Gong,313.0
T. Kupisz,293.0
M. Abusabaan,271.0
C. Amaya,286.0
Wu Yake,183.0
M. Schulz,234.0
O. Rojas,266.0
P. Jaroszyński,260.0
L. Reed,268.0
T. Elrich,267.0
M. Malaeka,182.0
C. Rentería,239.0
S. Cox,247.0
A. Mannus,179.0
P. Jaeckel,228.0
J. Bijol,237.0
Z. Kozulj,271.0
Song Jin Hyung,295.0
C. Duvall,279.0
R. Williams,293.0
M. Naamani,191.0
M. Gollner,234.0
D. Pedersen,264.0
O. Berber,272.0
Steven Vitória,180.0
B. Stokke,207.0
M. Ospitalieri,240.0
J. Haugaard,188.0
S. Mauk,270.0
Óscar Whalley,178.0
S. O'Donnell,216.0
Marquinhos Cipriano,302.0
I. Vassell,309.0
T. Lehne Olsen,273.0
S. Pontisso,257.0
Henrique Jardinel,243.0
C. Almeida,235.0
R. Yalçın,255.0
S. Jhingan,269.0
Jeong Hyun Cheol,232.0
M. McKenzie,269.0
J. Deumeland,202.0
N. Lang,290.0
V. Vries,228.0
L. Verstraete,253.0
J. Jigauri,284.0
D. Moxey,268.0
C. Wernitznig,294.0
C. Valeri,219.0
M. Mosquera,259.0
R. Kouamé,282.0
D. Chima Chukwu,255.0
E. Harrison,299.0
T. Wendel,214.0
O. Schnitzler,180.0
A. Coly,290.0
M. Vera,276.0
R. De Vita,280.0
F. Lohkemper,296.0
M. Ajani,297.0
M. Lund Nielsen,264.0
T. Mpati,296.0
Edu Espiau,245.0
H. Acosta,265.0
T. Bu Haymid,289.0
D. Mikanović,304.0
R. Massimo,309.0
A. Smárason,263.0
S. Brandy,270.0
B. Adjei-Boateng,279.0
F. Milo,264.0
K. Cissé,220.0
D. Castillo,186.0
A. Krešić,213.0
Escriche,258.0
E. Ataseven,239.0
M. Kopczyński,275.0
Mao Jianqing,281.0
J. Clarke,278.0
Pak Kwang Ryong,250.0
J. Husband,254.0
A. Al Zori,268.0
Airam,263.0
M. Schulze Niehues,180.0
P. De la Vega,285.0
P. Sweeney,262.0
P. Tuszyński,261.0
J. Mosquera,285.0
M. Coppolaro,258.0
R. Mmaee,286.0
S. Inagaki,268.0
E. Mwepu,279.0
F. Viteritti,291.0
A. Dyer,280.0
M. Mak,315.0
Bae Il Hwan,312.0
H. Adelakun,287.0
M. Devlin,163.0
J. Serra,218.0
G. Faivre,157.0
K. Ellis,262.0
L. Janoszka,262.0
P. Azango,300.0
M. Kennedy,295.0
N. Fitzgerald,309.0
M. Kudo,287.0
N. Busch Thor,247.0
M. Harriman,292.0
L. Görtler,271.0
D. Ovono,209.0
L. Pellegrini,261.0
K. Larsen,285.0
A. Kruiswijk,192.0
A. Jaakkola,226.0
T. Chong,284.0
P. Alvarenga,223.0
M. Pascali,192.0
L. Dyer,305.0
P. Delecroix,145.0
E. Hooi,325.0
J. Riley,293.0
J. López,268.0
C. Stokes,214.0
J. Campbell,197.0
Marcão,191.0
D. Mungo,258.0
G. Marinelli,158.0
G. Wegkamp,240.0
A. Gersbach,301.0
You Ju An,280.0
M. Tacalfred,166.0
I. Durmuş,283.0
J. Méndez,281.0
A. Otero,187.0
Kim Jin Ya,302.0
D. Christensen,285.0
N. DeLeon,279.0
L. Grozurek,282.0
L. Narváez,195.0
R. McArdle,215.0
J. Pérez,263.0
Loureiro,239.0
Javi Hernández,251.0
K. Appiah,319.0
R. Kirilov,300.0
H. Matynia,300.0
Fran Gámez,270.0
O. Ademi,249.0
J. Bjørdal,234.0
A. Stolz,196.0
Borja García,220.0
N. Sonko Sundberg,252.0
T. Božić,266.0
Guridi,241.0
Fabio González,250.0
W. Thomas,300.0
M. Costly,299.0
T. Knoflach,192.0
Z. Vyner,264.0
B. Atik,293.0
L. Goujon,242.0
M. Ferrier,301.0
H. Salinas,300.0
K. Nakamachi,244.0
J. Ekkelenkamp,268.0
L. Haquin,229.0
L. Legge,192.0
K. Harris,306.0
S. Avellaneda,182.0
F. Ávila,302.0
M. Almebäck,259.0
J. Günther-Schmidt,274.0
B. Rivero,254.0
L. Argudo,284.0
J. Leutwiler,209.0
J. Ortiz,328.0
E. Demirović,248.0
H. Petryk,264.0
S. O'Keefe,255.0
Woo Ju Sung,248.0
A. Čermák,239.0
E. Schreiner,274.0
A. Ba,255.0
U. Moses Ekpai,289.0
L. Daniels,212.0
R. Laursen,289.0
J. Cullen,277.0
N. Kijewski,275.0
B. Passi,226.0
T. Müller,251.0
R. Procházka,242.0
A. Alvarez,277.0
Alex Vallejo,198.0
M. Pepić,277.0
Matheus Jesus,253.0
M. Gebers,236.0
E. Pimentel,242.0
A. Jackson-Hamel,268.0
Paulito Zanon,229.0
L. Amos,250.0
S. Gomez,243.0
Omar Santana,278.0
Y. M'Bone,222.0
Salva Ruíz,251.0
J. Deschamps,226.0
F. Feuillassier,256.0
P. Haglund,216.0
Henrique,287.0
K. Hemmings,277.0
P. Jerez,236.0
W. Ponce,246.0
K. Ford,256.0
R. Grzyb,207.0
G. Gunning,252.0
I. Šehić,139.0
B. Potts,262.0
A. Hughes,143.0
J. Steer,194.0
K. Sharahili,183.0
J. Hamilton,281.0
J. Reimerink,307.0
C. Woodrow,239.0
D. Georgievski,275.0
L. Escalante,280.0
K. Davis,264.0
V. Morales,218.0
M. Omoh,310.0
N. Guerra,273.0
P. Schürpf,254.0
C. Davies,233.0
A. Keita,141.0
I. Erquiaga,285.0
M. Abena,253.0
Ham Seok Min,215.0
D. Wheeler,299.0
Fran García,297.0
S. Sané,280.0
M. Solís,162.0
F. Pick,315.0
D. Merelli,160.0
Zhang Lie,167.0
E. Šipović,163.0
R. Miyaichi,335.0
L. Burnet,287.0
C. Bickel,277.0
J. McCarthy,161.0
T. Dekker,275.0
S. Niakaté,250.0
D. Marcandella,286.0
Park Won Jae,298.0
N. Ioannidis,258.0
A. Barylla,273.0
J. González,220.0
G. Treand,258.0
E. Markkanen,215.0
A. McCormack,190.0
M. Firenze,235.0
I. Maela,252.0
L. Romo,218.0
Peng Xinli,300.0
J. Zwischenbrugger,252.0
R. Taylor,258.0
O. Clarke,257.0
C. Cropper,169.0
B. Garuccio,299.0
M. Fofana,266.0
F. Beltrán,282.0
J. Carranza,275.0
J. Arias,224.0
D. Bergqvist,215.0
J. Clarke-Harris,280.0
Juan Cámara,284.0
H. Da Campo,268.0
R. Scheu,301.0
G. Bigirimana,295.0
E. Hajri,247.0
M. Langer,147.0
G. Allison,189.0
S. Walker,173.0
L. Olum,203.0
C. Giraldo,208.0
G. Cros,310.0
Heo Yong Joon,264.0
A. Ouahim,303.0
K. Walker,242.0
J. Benet,248.0
L. Villarruel,265.0
T. Hadebe,247.0
Patrick,250.0
C. Diedhiou,226.0
L. Pérez,278.0
Sidnei Dalmeira,252.0
Alfred,245.0
Álvaro Bustos,291.0
I. Azzaoui,291.0
Y. Marillat,197.0
Fidalgo,258.0
C. Togashi,278.0
Roger Figueras,255.0
Vítor Tormena,174.0
S. Matuszek,211.0
E. Tønne,281.0
B. Samba,207.0
M. Aaquist,308.0
Rúben Lameiras,285.0
A. Hinestroza,240.0
J. Hingert,288.0
P. Drewes,148.0
S. Peszko,266.0
D. Petković,170.0
Wang Xiaolong,265.0
E. Pezzi,269.0
O. Hein,286.0
E. Serje,259.0
M. Biankadi,288.0
L. Miller,230.0
J. Müller,288.0
C. Alkılıç,300.0
M. Kleinsorge,307.0
M. Dávila,301.0
K. Vincent-Young,307.0
L. Rajot,277.0
M. Amini,266.0
J. Ring,294.0
C. Palomeque,311.0
T. Rehfeldt,213.0
